id,time,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,Z1,Z2,Z3,Z4,y
000006,2010-09-30,2.004335,0.39302,3.433705,0.729826,0.370189,0.00103,0.604333,1.005851,0.107614,-0.47018,0.737674,0,6.273939,0.301432,0.151042,0.018359,0.611488,0.028281,0.125728,-615403969.7,0.024967,1274605106,19.932,2.9834,0.039729,0.052285,1
000006,2010-12-31,2.034831,0.467277,7.576651,0.701421,0.425678,0.000867,0.623775,1.001516,0.178255,10.370631,0.09514,0,3.893701,0.602851,0.306585,0.065082,0.603895,0.025498,0.096484,-434779389.1,0.126842,1535596690,19.932,2.9834,0.039729,0.052285,1
000006,2011-03-31,1.82407,0.273073,3.073721,0.677746,0.475478,0.000895,0.714818,1.000144,-0.057711,-0.852929,0.590794,0,0.507228,0.155054,0.070049,0.007539,0.539243,0.031884,0.120673,487458973.8,0.03803,1841714523,19.932,2.9834,0.039729,0.05244,1
000006,2011-06-30,1.724868,0.224995,5.212783,0.665005,0.503749,0.000894,0.76447,1.000543,-0.078448,0.480012,0.296657,0,1.214417,0.367282,0.154349,0.019266,0.550077,0.038512,0.098444,899413706.1,0.098862,2349517992,19.932,2.9834,0.039729,0.05244,1
000006,2011-09-30,1.531034,0.144542,8.162441,0.638145,0.567043,0.000861,0.895555,0.999074,-0.103337,0.796153,0.454633,0,1.948215,0.736824,0.255565,0.041115,0.501323,0.039403,0.088815,1368697636,0.130502,1550030283,19.932,2.9834,0.039729,0.052695,1
000006,2011-12-31,1.392666,0.15581,10.938897,0.652855,0.531733,0.000837,0.928506,0.998795,-0.028749,0.103038,0.175349,0,1.297845,1.307157,0.368556,0.061792,0.476263,0.037308,0.087766,540955646.5,0.144024,2391600092,19.932,2.9834,0.039729,0.052695,1
000006,2012-03-31,1.474323,0.12516,23.086607,0.638762,0.565529,0.000779,0.892111,0.999917,0.000322,-0.465068,-0.209761,0,0.233993,0.203295,0.065405,0.012064,0.556895,0.030757,0.067381,42742942.22,0.010953,1061392741,19.932,2.951,0.039729,0.056283,1
000006,2012-06-30,1.638471,0.224242,45.57783,0.616302,0.622582,0.000737,0.832063,0.998632,0.006029,1.198074,0.268248,0.012342,0.80377,0.552223,0.215187,0.038359,0.58385,0.01941,0.040472,752723049.4,0.085434,456381140,19.932,2.951,0.039729,0.056283,1
000006,2012-09-30,1.708422,0.366252,54.971692,0.641087,0.559851,0.000636,0.779243,0.998634,0.080311,-0.577823,0.133739,0.011627,1.1296,0.637306,0.264268,0.045371,0.60041,0.02628,0.046907,359319987.7,0.170818,-496394978.2,19.932,2.951,0.039729,0.056259,1
000006,2012-12-31,1.707721,0.433734,117.513869,0.620165,0.612474,0.000577,0.780866,0.997547,0.122742,2.594595,0.100453,1.586582,1.520172,0.960658,0.39812,0.081477,0.558385,0.033917,0.056527,584198239.1,0.233491,-566484555.8,19.932,2.951,0.039729,0.056259,1
000006,2013-03-31,1.780819,0.533168,-15.471867,0.633113,0.579497,0.000503,0.73989,0.996669,0.061572,-0.77887,-0.353026,5.324254,0.180086,0.083293,0.036521,0.007522,0.583307,0.020222,0.041111,-471981418.3,0.017845,-1319427082,19.932,2.951,0.039729,0.05571,1
000006,2013-06-30,2.005834,0.702046,-147.6938,0.638479,0.566221,0.000529,0.639364,0.998834,0.114511,2.359682,-0.269077,2.490901,0.631639,0.273759,0.137277,0.031821,0.545605,0.012923,0.02977,-479527388.7,0.011039,-1251457703,20.2914,2.0147,0.041174,0.062359,1
000006,2013-09-30,2.102241,0.477651,1672.287144,0.644033,0.552716,0.000472,0.612921,0.992991,0.158696,-0.572692,-0.258019,2.666432,0.927088,0.342722,0.179695,0.040146,0.544706,0.016951,0.039407,-1995149461,-0.082424,-1168948870,20.3114,2.0167,0.041255,0.062311,1
000006,2013-12-31,2.501621,0.711744,27.772321,0.579972,0.724222,0.000541,0.53264,0.99735,0.066863,2.77565,0.649619,1.385311,2.555135,0.997162,0.598556,0.090612,0.667866,0.014605,0.03775,630511654.5,-0.089314,-668527618.6,20.3114,2.0167,0.041255,0.062702,1
000006,2014-03-31,2.380588,0.678814,2.790209,0.58721,0.702968,0.000504,0.560406,0.693445,0.016133,-0.910486,0.072248,5.959846,0.180236,0.057134,0.033134,0.003805,0.646935,0.026728,0.157085,-151127000.7,-0.008997,-932166990.1,21.674,2.152,0.046976,0.0679,1
000006,2014-06-30,2.189369,0.617958,2.387142,0.638944,0.565083,0.000452,0.572391,0.792668,0.093466,-0.387848,-0.459599,6.204463,0.294023,0.102629,0.055753,0.005522,0.605473,0.050591,0.196752,-1726829838,-0.013096,-418804017.7,21.9283,2.0222,0.048085,0.072154,1
000006,2014-09-30,1.949835,0.525264,5.482334,0.653123,0.531106,0.000392,0.653584,0.95539,0.147867,9.262801,-0.472825,6.907185,0.37777,0.13868,0.067556,0.024782,0.583669,0.069269,0.235707,-3017097652,-0.081442,309434512.4,21.9283,1.9806,0.048085,0.070916,1
000006,2014-12-31,1.752962,0.492266,6.762819,0.64142,0.55904,0.000356,0.716889,0.979749,0.167321,0.444694,-0.466048,2.511731,1.251945,0.572262,0.245808,0.054092,0.634448,0.031721,0.110221,-3137960093,-0.093417,1182835543,21.9283,1.8165,0.048085,0.06499,1
000006,2015-03-31,1.99734,0.774707,5.990271,0.636332,0.571506,0.000318,0.642731,0.99984,0.035385,-0.231876,3.715138,1.099672,0.87663,0.279872,0.13975,0.021177,0.667418,0.006064,0.056588,-99071095.02,-0.060762,-109361050.7,21.9283,1.8165,0.048085,0.062826,1
000006,2015-06-30,2.091345,0.746215,4.155687,0.632586,0.580812,0.000313,0.612372,1.005983,0.001479,-0.725138,2.723148,1.480133,1.161962,0.40646,0.212107,0.028144,0.662638,0.013531,0.082186,462705286.1,-0.053575,182790878.6,21.9283,1.8165,0.048085,0.062761,1
000006,2015-09-30,2.409722,0.353932,3.253075,0.6494,0.539883,0.000292,0.523833,1.005059,0.053918,-0.667895,2.158767,1.946391,1.281742,0.38811,0.22705,0.028324,0.643242,0.01998,0.109607,-514913419.7,-0.071968,-841293018.6,21.9283,1.8165,0.048085,0.064664,1
000006,2015-12-31,2.458832,0.484841,3.581289,0.646151,0.547626,0.000266,0.518786,0.998287,0.080853,6.867629,0.550021,1.488115,1.866288,0.58824,0.349005,0.041906,0.653569,0.024115,0.10468,-121374455.5,-0.023904,-1503791632,21.9283,1.8165,0.048085,0.064167,1
000006,2016-03-31,2.759849,0.569067,2.071517,0.644468,0.551668,0.000248,0.457893,0.997787,0.00611,-0.669749,-0.711754,3.253058,0.211016,0.057625,0.036745,0.004797,0.556859,0.018082,0.192374,142935305.7,0.04103,-1577387083,21.9283,1.8165,0.048085,0.064189,1
000006,2016-06-30,2.447735,0.541233,2.596917,0.661826,0.51097,0.000238,0.505207,0.987553,0.033022,0.12355,-0.567491,4.099425,0.509312,0.136751,0.080882,0.009872,0.57422,0.024935,0.158836,-179077891.7,0.08355,-1182534111,21.9283,1.8165,0.048085,0.064203,1
000006,2016-09-30,2.205881,0.526746,2.349927,0.68101,0.468408,0.000215,0.550452,0.988635,0.098724,-0.755023,-0.492864,4.740996,0.681192,0.181587,0.099267,0.010377,0.586594,0.033954,0.176522,-1407421290,0.108669,-161283305,21.9283,1.8165,0.048085,0.064223,1
000006,2016-12-31,2.433239,0.742604,7.049052,0.610499,0.638004,0.000216,0.566459,0.985201,0.036752,48.778201,-0.048426,0.813696,2.059925,0.514537,0.303075,0.072536,0.708739,0.021084,0.087066,2227016917,0.129717,660571100.2,21.9283,1.8165,0.048085,0.064098,1
000006,2017-03-31,1.958063,0.717526,5.86009,0.604804,0.653428,0.000209,0.716697,1.005488,0.007222,-0.835412,2.191528,0.478288,0.922303,0.212002,0.103731,0.01,0.773099,0.003737,0.04435,815670485,0.002458,1264229348,21.9283,1.8165,0.048085,0.064149,1
000006,2017-06-30,1.769379,0.651092,7.185922,0.604202,0.655075,0.000239,0.791699,1.001476,-0.012015,0.338505,1.117222,0.582348,1.35526,0.390406,0.16976,0.023908,0.718071,0.010332,0.05888,1809118211,0.06144,1886628689,21.9283,1.8165,0.048085,0.064101,1
000006,2017-09-30,1.658716,0.633312,6.54821,0.603675,0.65652,0.000224,0.84355,1.001575,0.003971,-0.400822,0.919054,0.722425,1.622765,0.522899,0.207656,0.03166,0.695243,0.012113,0.070485,1850575813,0.081576,2290066782,21.9283,1.8165,0.048085,0.064111,1
000006,2017-12-31,1.66517,0.566933,9.507013,0.565648,0.767885,0.000223,0.855109,1.001679,-0.002312,4.170171,-0.163621,1.227558,2.092628,0.700031,0.279635,0.077526,0.702855,0.016546,0.090933,2158209999,0.053796,3253538945,21.9283,1.8165,0.048085,0.064111,1
000006,2018-03-31,2.127043,0.342878,13.836403,0.461604,1.166359,0.000246,0.763041,0.998949,-0.152754,-0.386413,-0.568621,1.793799,0.405775,0.109758,0.058157,0.034346,0.77035,0.012647,0.113985,2655983136,-0.013455,1398313600,21.9283,1.8165,0.048085,0.064113,1
000006,2018-06-30,2.072596,0.53346,13.770993,0.511133,0.956436,0.000219,0.724985,0.99806,-0.079582,-0.431064,-0.468204,1.279215,0.713016,0.219592,0.113642,0.048387,0.61008,0.01123,0.095808,2203222497,-0.001756,485022332.8,21.9283,1.8165,0.048085,0.064126,1
000006,2018-09-30,2.001776,0.59721,11.028303,0.517918,0.930806,0.000214,0.745975,0.997859,-0.051491,-0.411666,-0.343976,1.417706,0,0.330422,0.165357,0.056576,0.610172,0.01135,0.099227,2187762284,0.054767,210836294.2,21.9283,1.8165,0.048085,0.064133,1
000007,2008-12-31,0.458499,0.425259,-0.315542,1.122615,-0.109222,0.171268,0.920502,0.96663,-0.171643,1.566777,-0.06601,9.371373,3.169343,-0.465288,0.54952,-0.224686,0.218377,0.361973,1.046851,199607485.8,0.062581,-49419500.37,21.7372,9.8184,0.04725,0.049125,1
000007,2009-03-31,0.455368,0.423086,-0.030464,1.142891,-0.125026,0.163348,0.920642,1.009985,-0.016013,-0.663941,-0.200532,11.141054,0.642758,-0.097868,0.117053,-0.038154,0.19916,0.408707,1.051834,2763911,-0.007319,-53014171.31,21.7372,9.8184,0.04725,0.048347,1
000007,2009-06-30,0.517142,0.477182,2.745304,1.090556,-0.083036,0.19065,0.908202,-0.860668,-0.155973,-4.567442,-0.098578,12.197128,1.25725,-0.257934,0.240834,0.106829,0.197852,0.401528,1.050627,234934735.2,-0.022199,-101656794.5,21.7372,9.8184,0.04725,0.048347,1
000007,2009-09-30,0.444712,0.392778,3.496718,1.055055,-0.052182,0.226448,0.885795,-0.57768,-0.308934,-0.401837,-0.148298,14.147145,2.552252,-0.455543,0.568811,0.294442,0.213621,0.389038,0.980544,380178670.3,-0.048462,-121275742,21.7372,9.8184,0.04725,0.048562,1
000007,2009-12-31,0.28235,0.229535,1.595026,1.149899,-0.130358,0.273867,0.926466,-2.873364,-0.405107,-2.331963,-0.100983,17.162869,4.433261,-0.479991,1.219997,0.18688,0.221839,0.41253,1.073764,473112969.7,-0.050892,9442101.96,21.7372,9.8184,0.04725,0.048562,1
000007,2010-03-31,0.261772,0.208798,-1.346881,1.185365,-0.156378,0.281781,0.926902,1.007764,-0.047951,-0.690752,-0.121362,20.035159,1.197947,-0.105525,0.297592,-0.097063,0.252057,0.419598,1.000804,16809000.62,-0.005725,-69353748.15,21.7372,9.8184,0.04725,0.048416,1
000007,2010-06-30,0.286421,0.232331,1.828622,1.135403,-0.119255,0.279292,0.926228,0.978944,-0.039794,-2.74816,-0.359177,25.192335,2.21729,-0.246682,0.614573,0.068751,0.222849,0.424024,0.999819,85060484.63,0.096211,41920483.37,21.7372,9.8184,0.04725,0.048416,1
000007,2010-09-30,0.175601,0.112849,1.168981,1.180935,-0.153213,0.326179,0.915956,0.820397,-0.18965,-1.357407,-0.2275,19.239227,2.516864,-0.389553,1.828846,0.0213,0.226266,0.416373,0.952958,155659487.8,0.110847,51556398.51,21.7372,9.8184,0.04725,0.048541,1
000007,2010-12-31,0.291014,0.233016,1.889903,1.098531,-0.089693,0.279623,0.924099,-0.424798,-0.084923,-4.399787,-0.220782,17.916099,3.50872,-0.598914,1.459111,0.220968,0.221191,0.389457,0.948609,157049563.5,0.083827,26363033.86,21.7372,9.8184,0.04725,0.048541,1
000007,2011-03-31,0.183361,0.114444,1.061174,1.118402,-0.105867,0.319768,0.911342,-15.629728,-0.159104,-1.016733,-0.076572,18.16342,0.750265,-0.142119,0.632959,-0.006569,0.226208,0.436235,0.87439,106556233.4,-0.005825,-53805104.59,17.4079,1.6082,0.030304,0.050997,1
000007,2011-06-30,2.5241,2.082158,0.984354,0.154876,5.456779,0.267921,0.846446,-0.466193,0.008391,0.072564,0.300659,14.451442,1.274161,1.099964,0.664179,-0.006413,0.198304,0.396568,0.779984,73486429.29,-0.214559,-274430673.4,17.4079,1.6082,0.030304,0.050997,1
000007,2011-09-30,2.66651,2.182769,1.352668,0.127476,6.844633,0.270822,0.963969,0.02073,-0.017583,-5.485831,0.168271,16.272522,2.083663,1.754395,1.096459,0.008783,0.213625,0.392516,0.749004,90684003.1,-0.22724,-325922269.8,17.4079,1.6082,0.030304,0.051046,1
000007,2011-12-31,2.080537,1.805181,3.100604,0.19342,4.170086,0.244642,1,0.908355,0.090228,3.463852,0.014293,7.959372,3.574296,2.182872,1.133685,0.056983,0.209391,0.362941,0.67017,77484450.33,-0.04684,-287441216.3,17.4079,1.6082,0.030304,0.051046,1
000007,2012-03-31,1.588021,1.444882,1.714807,0.312767,2.197267,0.20776,1,0.728297,0.175159,-0.949451,0.182632,12.262692,1.142301,0.550216,0.203737,0.001761,0.305254,0.330151,0.633547,-150398306,-0.17368,-310231485.9,17.4079,1.6082,0.030304,0.051424,1
